R2, 0.0843, 0.0668, 1, 0
R6, 0.1500, 0.0668, 0, 2;R6, 0.2250, 0.1760, 0, 3;R2, 0.2531, 0.2584, 0, 1;R6, 0.4500, 0.3343, 0, 1;R6, 0.7500, 0.3013, 0, 5;R6, 0.6750, 0.4591, 0, 6;R6, 0.7500, 0.3786, 0, 5;R6, 0.5625, 0.4033, 0, 5;R2, 0.4218, 0.3133, 0, 1;R6, 0.5625, 0.4217, 0, 2;R2, 0.4218, 0.3112, 0, 1;R6, 0.5625, 0.3978, 0, 2;R6, 0.7500, 0.4941, 0, 4;R6, 0.7500, 0.5937, 0, 4;R6, 0.7500, 0.3851, 0, 5;R6, 0.7500, 0.3153, 0, 3;R6, 0.7500, 0.2375, 0, 5
R6, 0.1125, 0.1584, 0, 1
R6, 0.1125, 0.0891, 0, 1;R6, 0.2250, 0.2347, 0, 2;R2, 0.2531, 0.2584, 0, 1;R6, 0.4500, 0.4458, 0, 2;R6, 0.5625, 0.5358, 1, 2;R6, 0.6750, 0.6122, 1, 0
R6, 0.1500, 0.0891, 0, 1;R6, 0.2250, 0.2347, 0, 4;R6, 0.4500, 0.2584, 0, 2;R6, 0.4500, 0.4458, 0, 4;R6, 0.7500, 0.4018, 0, 2;R6, 0.6000, 0.6122, 0, 4;R6, 0.4725, 0.6731, 0, 6;R6, 0.6900, 0.5377, 0, 2;R2, 0.5625, 0.7428, 0, 1;R6, 0.7500, 0.5623, 0, 1;R6, 0.7500, 0.4150, 0, 5;R6, 0.5625, 0.5304, 0, 3;R6, 0.5625, 0.4941, 0, 5;R6, 0.7500, 0.4452, 0, 3;R6, 0.5625, 0.3851, 0, 5;R6, 0.5625, 0.3153, 0, 4;R6, 0.7500, 0.2375, 0, 2;R6, 0.5625, 0.1537, 0, 6;R6, 0.5625, 0.0660, 0, 1;R6, 0.5625, 0.0233, 0, 4;R6, 0.5343, 0.1121, 0, 5;R6, 0.0000, 0.1980, 0, 5;R6, 0.1125, 0.2789, 0, 6;R6, 0.1687, 0.3528, 0, 6;R6, 0.3375, 0.4178, 0, 4;R6, 0.4500, 0.4722, 0, 2;R6, 0.5625, 0.6862, 0, 4;R6, 0.6337, 0.7255, 0, 2


R6, 0.1125, 0.0668, 1, 1;R6, 0.2250, 0.1320, 1, 0

R6, 0.1125, 0.0891, 0, 2;R6, 0.1687, 0.2347, 0, 5;R6, 0.2531, 0.4595, 0, 5
R6, 0.1125, 0.1188, 0, 2;R6, 0.1687, 0.1760, 0, 6;R6, 0.2531, 0.3446, 0, 1;R6, 0.4500, 0.4458, 0, 3;R6, 0.4218, 0.5358, 0, 5;R6, 0.6750, 0.8162, 0, 6
R6, 0.1125, 0.1188, 0, 2;R2, 0.1687, 0.1760, 0, 3;R6, 0.3375, 0.3446, 0, 2
R6, 0.1125, 0.1188, 0, 2;R6, 0.2250, 0.2347, 0, 2;R6, 0.3375, 0.4595, 0, 4
R6, 0.1125, 0.1188, 0, 1;R6, 0.2250, 0.2347, 0, 3;R6, 0.2531, 0.4595, 0, 2
R6, 0.1500, 0.1188, 1, 1;R6, 0.3000, 0.2347, 1, 0

R6, 0.1500, 0.0891, 0, 1;R6, 0.2250, 0.1320, 0, 2;R2, 0.2531, 0.1938, 0, 1;R6, 0.4500, 0.2507, 0, 1;R6, 0.0000, 0.0000, 0, 6;R6, 0.4275, 0.4591, 0, 1;R6, 0.5625, 0.5048, 0, 4;R6, 0.7500, 0.5377, 0, 2

R6, 0.0843, 0.0891, 0, 1;R6, 0.1687, 0.1760, 0, 6;R2, 0.1898, 0.1938, 0, 1;R6, 0.3375, 0.3343, 0, 2;R6, 0.5625, 0.4018, 0, 2;R2, 0.5062, 0.3443, 0, 1;R6, 0.5625, 0.5048, 0, 2;R6, 0.6900, 0.7170, 0, 2;R6, 0.5625, 0.5571, 0, 6;R6, 0.0000, 0.0000, 0, 4;R6, 0.5625, 0.5534, 0, 3;R6, 0.6431, 0.7073, 0, 6;R6, 0.5615, 0.6588, 0, 1;R6, 0.6028, 0.4452, 0, 3;R6, 0.5250, 0.3851, 0, 5;R6, 0.5625, 0.3153, 0, 1;R6, 0.7500, 0.2375, 0, 1
R6, 0.0000, 0.0000, 0, 2;R6, 0.3000, 0.1760, 0, 4
